ClaimId,PetId,ClaimDate,ClaimAmount
10810,3666,2014-03-28,322.62
10811,3666,2014-05-28,27.83
10812,1446,2014-07-26,90.85
10813,7665,2014-07-30,171.05
10814,7390,2014-07-30,26.53
10815,5631,2014-07-31,150.65
10816,4250,2014-07-25,230.0
10817,6229,2014-07-31,46.0
10818,7084,2014-07-29,35.39
10819,282,2014-07-23,213.32
10820,4105,2014-07-15,54.03
10821,6760,2014-06-20,65.55
10822,5424,2014-07-30,433.7
10823,2133,2014-07-04,412.03
10824,2365,2014-07-31,30.37
10825,2365,2014-07-15,113.08
10826,9801,2014-07-17,93.21
10827,9801,2014-07-23,23.46
10828,6848,2014-07-25,100.05
10829,4991,2014-07-23,378.74
10830,7634,2014-08-01,160.17
10831,7388,2014-07-31,680.98
10838,9071,2014-03-04,31.62
10839,9071,2014-03-08,96.71
10840,9071,2014-05-20,81.02
10841,9071,2014-08-01,199.74
10842,7433,2014-08-02,125.35
10843,1517,2014-08-02,103.81
10844,5672,2014-07-30,76.69
10845,997,2014-07-12,88.26
10846,1439,2014-06-23,480.7
10847,2261,2014-08-01,687.47
10848,2223,2014-08-04,106.17
10849,320,2014-07-29,33.78
10850,5582,2014-07-22,53.22
10851,114,2014-07-31,272.93
10852,997,2014-07-24,255.87
10853,9182,2014-08-02,27.77
10854,9555,2014-07-10,182.87
10855,9275,2014-05-15,60.03
10856,9275,2014-05-09,32.32
10857,9275,2014-04-01,41.84
10858,9275,2014-07-03,100.65
10859,9275,2014-05-26,1793.49
10860,9275,2014-05-06,150.52
10861,9275,2014-04-25,985.18
10862,9801,2014-07-30,572.7
10863,9801,2014-07-29,4803.22
10864,7687,2014-07-30,9271.7
10865,2442,2014-07-11,123.33
10866,1191,2014-08-02,73.6
10867,3554,2014-08-02,172.5
10868,4549,2014-07-31,388.99
10870,6409,2014-08-06,102.35
10871,8834,2014-08-05,127.85
10872,8972,2014-08-06,28.17
10873,3957,2014-07-26,14.34
10874,1203,2014-08-06,958.87
10875,1434,2014-07-15,1488.5
10876,4172,2014-07-09,142.37
10877,7372,2014-06-09,405.24
10878,149,2014-08-03,835.64
10879,149,2014-08-04,3379.04
10881,8904,2014-08-08,1432.32
10882,5448,2014-08-01,170.18
10883,5922,2014-08-06,31.65
10884,8306,2014-08-07,17.07
10885,356,2014-08-07,33.12
10886,6628,2014-08-06,123.05
10887,3522,2014-08-07,482.4
10888,7256,2014-08-08,327.57
10889,3980,2019-03-07,836.42
10890,3980,2019-03-06,406.87
10891,6446,2019-03-07,133.65
10892,6580,2019-03-11,72.74
10893,4805,2019-01-23,779.58
10894,3306,2019-03-06,33.35
10895,282,2019-03-06,1276.22
10896,3803,2019-03-06,457.7
10897,3977,2019-03-03,5111.27
10898,3977,2018-11-05,286.06
10899,3977,2018-10-15,147.49
10900,3977,2018-09-17,23.86
10901,3977,2018-08-29,112.07
10902,3977,2018-07-26,23.86
10903,3977,2018-07-10,86.82
10904,3977,2018-07-02,369.79
10905,3977,2018-05-28,49.1
10906,3977,2018-05-18,86.82
10907,3977,2018-04-02,25.24
10908,3977,2018-03-28,110.69
10909,3977,2018-03-15,78.2
10910,3977,2018-02-17,414.24
10911,5091,2019-01-23,53.45
10912,5091,2019-03-06,37.58
10913,1059,2019-03-04,131.1
10914,1059,2019-03-06,493.35
10916,6942,2019-03-06,201.25
10917,8874,2019-02-26,101.2
10918,6231,2019-03-06,64.74
10919,3801,2019-03-08,73.05
10920,3172,2019-03-06,6244.95
10921,7294,2018-05-04,12.65
10922,805,2019-02-25,30.61
10923,805,2019-03-05,77.05
10926,5400,2019-03-04,162.04
10927,7423,2019-03-08,1332.65
10928,434,2019-02-25,188.37
10929,434,2019-02-19,128.22
10930,3452,2018-12-29,33.35
10931,2145,2019-03-07,1129.67
10932,4557,2019-03-07,145.34
10933,3883,2019-03-09,342.77
10934,1281,2019-01-23,86.82
10935,5114,2019-03-09,181.7
10936,6008,2019-03-09,80.83
10937,9670,2019-02-07,117.93
10938,852,2019-03-05,89.41
10939,6494,2019-03-07,189.96
10941,5786,2019-03-09,74.75
10942,1976,2019-03-07,1614.15
10943,6223,2019-01-25,45.94
10944,6580,2019-03-09,64.0
10945,5466,2019-03-07,1890.6
10946,5957,2019-02-21,51.58
10947,5957,2019-02-22,338.79
10948,5957,2017-11-03,2374.78
10949,5428,2019-03-10,2045.46
10950,5428,2019-03-10,457.12
10951,5428,2019-03-10,457.12
10952,3539,2019-03-05,176.03
10953,8941,2019-03-07,351.24
10954,8005,2019-02-25,259.61
10955,8005,2019-03-01,22.83
10956,9466,2019-03-11,155.03
10957,531,2019-03-11,91.63
10958,2243,2019-03-04,489.9
10959,2243,2019-02-25,691.15
10960,2301,2019-03-09,112.81
10961,3235,2019-03-07,253.99
10962,5400,2019-03-10,140.64
10963,3801,2019-03-11,73.05
10964,369,2019-02-26,829.76
10965,369,2019-03-06,11.5
10966,369,2019-03-02,10.4
10967,568,2019-03-05,498.82
10968,3373,2019-03-09,657.8
10969,6231,2019-02-21,86.48
10970,6890,2019-03-15,2942.22
10971,8979,2019-03-11,37.97
10972,8664,2019-03-08,58.59
10973,8664,2019-03-06,1083.91
10974,7423,2019-03-11,121.67
10975,1134,2019-03-09,65.08
10976,4980,2018-11-16,114.88
10977,4980,2019-02-18,119.48
10978,6025,2019-03-12,44.16
10979,6305,2019-03-12,252.42
10980,8150,2019-03-12,1329.87
10981,525,2019-03-07,32.2
10982,2946,2019-03-12,68.7
10983,7404,2019-03-11,206.83
10984,5332,2019-02-28,175.95
10985,8644,2019-03-11,265.65
10986,8669,2019-03-07,82.51
10987,3903,2019-03-08,397.76
10988,6039,2019-02-25,68.17
10989,9707,2019-03-12,123.05
10990,5813,2019-03-11,142.19
10991,7685,2019-03-12,426.25
10992,2909,2019-03-02,198.93
10993,3241,2019-01-03,59.9
10994,3241,2019-03-06,59.9
10995,3241,2019-02-03,59.9
10996,3241,2019-01-23,42.32
10997,5265,2019-03-11,114.42
10998,3241,2018-11-30,29.21
10999,9670,2019-03-12,85.39
11000,432,2019-03-03,1982.35
11001,1510,2019-03-05,946.86
11002,1510,2019-03-08,598.47
11003,1510,2019-03-09,75.83
11004,25,2019-03-12,118.97
11005,5400,2019-03-11,1264.61
11006,7586,2019-03-12,318.23
11007,495,2019-03-11,18.46
11008,5852,2019-03-11,153.89
11009,1510,2019-02-04,147.88
11010,8150,2019-03-12,1329.87
11011,5983,2019-03-11,112.0
11012,4381,2019-03-13,85.04
11013,1776,2019-02-18,80.5
11014,1776,2019-03-08,43.12
11015,8252,2019-02-16,71.3
11016,1776,2019-03-05,108.1
11017,9274,2019-02-11,38.26
11018,9274,2019-02-13,32.2
11019,9274,2019-02-14,35.71
11020,9274,2019-02-22,110.77
11021,9274,2019-02-26,88.31
11022,9274,2019-03-01,10.07
11023,9274,2019-03-07,20.3
11024,4071,2019-03-05,989.0
11025,4947,2019-03-05,92.57
11026,3620,2019-03-13,63.91
11027,5428,2019-03-13,5399.92
11028,5314,2018-11-29,11.5
11029,5314,2019-02-05,11.5
11030,6412,2019-01-31,103.5
11031,6412,2019-02-25,97.75
11032,638,2019-03-13,323.43
11033,6762,2018-08-30,194.35
11034,6762,2019-01-26,175.95
11035,757,2019-03-13,228.62
11036,3205,2019-03-08,23.0
11037,3138,2019-03-14,27.21
11038,4878,2019-03-13,28.29
11039,365,2019-03-13,426.89
11040,1059,2019-03-07,48.24
11041,3608,2019-03-12,57.5
11042,8941,2019-03-15,2387.81
11044,7007,2019-03-11,51.86
11045,6350,2019-03-13,113.31
11046,4599,2019-03-12,107.13
11047,9569,2019-03-14,1342.5
11048,8482,2019-01-12,27.01
11049,8482,2019-02-12,48.71
11050,8482,2018-08-14,46.92
11051,8482,2018-09-13,23.46
11052,8482,2018-10-14,46.92
11053,8482,2018-11-14,46.92
11054,7374,2019-03-14,466.51
11055,984,2019-03-14,296.7
11056,9121,2019-02-12,113.28
11057,2311,2019-03-14,1632.37
11058,4782,2019-03-13,62.1
11059,1882,2019-03-08,83.16
11060,5466,2019-03-12,3640.8
11061,7451,2019-03-13,3222.69
11062,9121,2019-03-14,20.37
11063,805,2019-03-13,150.65
11064,9629,2019-03-13,265.82
11065,3888,2019-03-13,201.04
11066,6396,2019-01-31,353.4
11067,6620,2019-03-12,118.22
11068,5358,2019-03-07,149.5
11069,7874,2019-03-14,817.36
11070,7541,2019-03-12,69.99
11071,8984,2019-02-18,115.57
11072,8874,2019-03-13,132.23
11073,3937,2019-02-27,881.16
11074,5167,2019-03-15,142.43
11075,3962,2019-03-15,58.3
11076,4807,2019-03-15,865.52
11077,7374,2019-03-15,24.15
11078,9569,2019-03-14,1057.49
11079,8563,2019-03-15,27.53
11080,8563,2019-03-15,45.71
11081,6580,2019-03-13,1361.6
11082,5455,2019-03-13,83.95
11083,4638,2019-03-15,164.1
11086,3176,2019-02-23,60.18
11087,7874,2019-03-14,996.97
11088,3801,2019-03-15,73.05
11089,121,2019-03-15,568.94
11090,5,2011-11-05,734.73
11091,5365,2011-12-21,42.2
11092,7399,2011-12-13,41.28
11093,6409,2011-11-02,308.77
11094,6865,2011-12-22,109.71
11095,3650,2014-08-15,276.29
11096,7922,2014-08-13,48.94
11097,2809,2014-10-27,297.73
11098,7294,2014-08-15,59.2
11099,3554,2014-10-05,20.7
11100,3554,2014-10-18,339.76
11101,3650,2014-10-11,230.3
11102,3650,2014-10-14,177.1
11103,3650,2014-09-29,54.56
11104,4377,2015-02-28,41.61
11105,1866,2019-03-11,863.67
11106,1217,2019-03-15,43.12
11107,3613,2019-03-14,56.87
11108,4947,2019-03-14,582.02
11109,547,2019-03-13,19.76
11110,9670,2019-03-11,85.39
11111,7228,2019-03-03,414.12
11112,7228,2019-03-10,2040.38
11113,9103,2019-03-13,758.46
11114,6560,2019-03-16,33.92
11115,3659,2019-03-14,116.49
11116,8150,2019-03-17,2025.98
11117,4071,2019-03-09,139.15
11118,4947,2019-03-15,59.22
11119,7950,2019-03-14,145.39
11120,2847,2019-03-17,158.62
11121,2847,2019-03-17,341.8
11122,2232,2019-03-13,63.25
11123,9865,2019-03-14,130.02
11124,7634,2019-03-15,244.08
11125,5855,2019-03-07,58.3
11126,9939,2019-03-14,154.49
11127,498,2019-03-12,265.19
11128,498,2019-03-13,63.19
11129,568,2019-03-13,51.75
11130,9894,2019-03-18,31.07
11131,3522,2019-03-18,109.25
11132,8150,2019-03-17,2356.06
11133,6000,2019-03-18,487.51
11134,3537,2019-03-14,123.62
11135,6560,2019-03-18,110.98
11136,3801,2019-03-18,73.05
11137,141,2019-03-14,141.68
11138,25,2019-03-18,1354.8
11139,6153,2019-03-09,82.22
11140,5830,2019-03-02,144.31
11141,3223,2019-03-15,31.37
11142,8664,2019-03-14,551.86
11143,8664,2019-03-15,239.54
11144,3977,2019-03-16,73.32
11145,8800,2019-03-15,19.26
11146,8800,2019-03-08,22.71
11147,5912,2019-03-16,109.14
11148,9629,2019-03-04,342.03
11149,9572,2019-03-14,253.69
11150,6927,2019-03-02,195.87
11151,5824,2019-02-14,169.05
11152,5824,2019-02-26,40.54
11153,5824,2019-03-01,466.0
11154,2718,2019-03-14,91.42
11155,9165,2019-03-19,84.18
11156,5447,2019-03-18,73.32
11157,4947,2019-03-16,220.73
11158,5582,2019-03-01,301.3
11159,8924,2019-02-22,86.25
11160,1349,2019-03-12,251.76
11161,7129,2019-03-19,164.45
11163,5428,2019-03-12,2239.05
11164,7299,2019-03-19,299.0
11165,8513,2019-03-11,15.64
11166,8513,2019-03-12,268.3
11167,7049,2019-03-19,2079.44
11168,5428,2019-03-10,3527.07
11169,2061,2019-03-12,824.77
11170,7567,2018-12-05,30.36
11171,7567,2019-01-01,69.69
11172,6083,2019-03-09,53.04
11173,3827,2019-03-20,73.6
11174,6815,2019-03-14,43.45
11175,6815,2019-03-12,65.55
11176,865,2019-03-19,126.75
11177,4683,2019-03-20,58.19
11178,8935,2019-03-20,315.77
11179,3522,2019-03-20,424.35
11180,5445,2019-03-08,130.98
11181,4711,2019-03-20,37.38
11182,369,2019-03-19,53.57
11183,1438,2019-03-20,288.51
11184,3801,2019-03-20,73.05
11185,498,2019-03-20,78.03
11186,5096,2019-03-19,374.2
11187,4254,2019-03-20,87.93
11188,5466,2019-03-19,1879.4
11189,146,2019-03-11,17.02
11190,1549,2019-03-05,232.82
11191,3939,2019-03-20,18.41
11192,3733,2019-03-20,230.62
11193,7541,2019-03-18,44.65
11194,9865,2019-03-19,78.2
11195,2398,2019-03-20,233.05
11196,9076,2019-03-20,52.9
11197,1172,2019-03-19,1022.79
11198,7225,2019-03-20,1727.3
11199,9639,2019-03-19,202.4
11200,1415,2019-03-01,222.93
11201,1415,2019-02-15,113.85
11202,1415,2019-02-25,43.12
11203,1415,2019-03-03,740.6
11204,1415,2019-03-04,2294.25
11205,1415,2019-03-12,58.65
11206,1415,2019-03-14,334.65
11207,3093,2018-12-07,44.85
11208,3093,2018-12-10,562.35
11209,4007,2019-03-20,313.05
11210,383,2019-03-11,26.77
11211,9976,2019-03-14,80.28
11212,3881,2019-03-13,188.71
11213,7148,2019-03-20,96.83
11214,6902,2019-03-21,175.26
11215,3666,2019-02-05,179.28
11216,3666,2019-01-25,533.59
11217,3666,2019-03-08,239.13
11218,7494,2019-03-21,89.08
11219,3917,2019-03-21,372.96
11220,8442,2019-03-18,261.4
11221,805,2019-03-19,63.57
11222,3666,2019-01-15,88.9
11223,5907,2019-01-29,34.5
11224,7050,2019-02-19,469.69
11225,7050,2019-02-26,339.2
11226,7050,2019-03-05,81.3
11227,6942,2019-03-20,50.31
11228,7050,2019-03-08,23.92
11229,7050,2019-03-19,698.16
11230,8983,2019-03-21,151.68
11231,7323,2019-03-20,56.52
11232,6008,2019-03-16,151.67
11233,8287,2019-02-20,313.95
11234,8287,2019-03-13,372.22
11235,8287,2019-03-19,313.95
11236,5057,2019-03-20,111.55
11237,5057,2019-02-12,117.53
11238,592,2019-03-01,170.69
11239,592,2019-03-14,268.01
11240,592,2019-03-18,38.98
11241,6478,2018-12-29,118.7
11242,6478,2019-03-18,561.2
11243,6478,2019-03-01,167.05
11244,8048,2019-03-22,65.25
11245,5179,2019-03-22,275.42
11246,5928,2019-03-13,2935.44
11247,6478,2019-04-05,529.0
11248,6478,2019-03-20,5140.32
11249,9493,2019-04-15,825.7
11250,2950,2019-04-17,76.28
11251,6396,2019-04-18,68.99
11252,1939,2019-02-07,196.54
11253,1939,2019-02-15,439.3
11254,1939,2019-02-22,40.25
11255,9633,2019-04-24,391.0
11256,5628,2019-04-24,135.86
11257,6027,2013-08-03,50.6
11258,6027,2013-12-20,50.6
11259,6027,2014-10-22,65.43
11260,1265,2019-04-08,97.82
11261,6027,2017-06-17,97.86
11262,6027,2017-09-07,25.42
11263,6027,2018-10-04,310.73
11264,6027,2018-11-07,143.99
11265,6027,2019-03-04,83.14
11266,3937,2019-04-22,6691.4
11267,8781,2019-02-25,385.95
11268,1220,2019-04-18,58.64
11269,1220,2019-04-24,17.25
11270,511,2019-04-19,164.34
11271,511,2019-04-20,27.47
11272,511,2019-04-22,175.93
11273,5242,2019-04-24,67.36
11274,5242,2019-04-22,48.08
11275,262,2019-04-25,864.22
11276,9255,2019-04-25,375.24
11277,8441,2019-04-23,42.78
11288,8374,2019-04-25,278.18
11289,8010,2019-04-25,2167.03
11290,9255,2019-04-25,376.76
11291,6405,2019-04-22,246.25
11292,9681,2019-04-25,119.08
11293,1477,2019-02-14,90.74
11294,1477,2018-12-19,56.35
11295,1477,2019-04-01,16.95
11296,1477,2018-08-21,56.35
11297,1477,2018-06-27,50.09
11298,1477,2018-07-17,234.02
11299,1477,2019-04-25,133.06
11300,8482,2019-04-13,22.44
11301,1176,2019-04-25,455.15
11302,5466,2019-04-25,1444.42
11303,9885,2019-04-25,84.41
11304,3373,2019-04-25,341.55
11305,3107,2019-04-25,193.46
11306,3107,2019-04-12,18.95
11307,7352,2019-04-25,62.09
11308,5181,2019-04-26,67.37
11309,7558,2018-11-16,38.69
11310,9789,2019-04-22,331.53
11311,9165,2019-04-23,84.18
11312,9974,2019-04-26,194.65
11313,1939,2019-04-20,2187.79
11315,8879,2019-04-26,938.31
11316,9805,2019-04-23,74.75
11317,4866,2019-04-25,146.1
11318,8631,2019-03-15,31.99
11319,8631,2019-04-02,15.55
11320,8631,2019-03-14,113.74
11321,2806,2019-04-19,86.54
11322,4991,2019-04-22,278.27
11323,8631,2019-04-26,87.4
11324,5792,2019-04-26,542.8
11325,3077,2019-04-27,20.55
11326,5547,2019-04-15,13.93
11327,5547,2019-04-26,280.34
11328,5547,2019-04-11,20.61
11329,977,2019-04-23,175.34
11330,6446,2019-04-03,69.0
11331,6318,2019-04-02,155.8
11332,7615,2019-04-24,264.5
11333,5114,2019-04-27,509.45
11334,3748,2019-04-27,398.02
11335,5786,2019-04-27,21.85
11336,3723,2019-04-27,264.79
11337,6620,2019-04-26,62.4
11338,9707,2019-04-23,123.05
11339,51,2019-04-28,115.57
11340,3823,2019-04-27,70.84
11341,7485,2019-04-28,508.62
11342,1510,2019-04-10,164.45
11343,3717,2019-04-28,128.74
11344,76,2019-03-27,53.47
11345,76,2018-06-28,30.7
11346,76,2018-07-24,22.77
11347,76,2018-07-21,163.3
11348,76,2018-07-28,30.7
11349,76,2018-08-28,194.0
11350,76,2018-09-17,22.77
11351,76,2018-09-26,30.7
11352,76,2018-10-29,53.47
11353,76,2018-11-05,151.72
11354,76,2018-11-27,30.7
11355,76,2018-12-26,220.52
11356,76,2019-01-26,30.7
11357,76,2019-02-13,189.82
11358,76,2019-02-23,30.7
11359,2083,2019-04-20,69.85
11360,4512,2019-03-07,217.92
11361,805,2019-04-23,94.18
11362,5242,2019-04-23,54.86
11363,1866,2019-04-02,626.72
11364,3209,2019-04-29,51.06
11365,9247,2019-04-29,1473.15
11366,5731,2019-04-28,230.0
11367,6973,2019-04-28,67.42
11368,1009,2019-04-01,106.21
11369,6350,2019-04-25,43.01
11370,464,2019-03-30,75.23
11371,2909,2019-04-26,198.93
11372,9640,2019-04-19,79.57
11373,9640,2019-04-05,86.16
11374,9640,2019-03-22,149.7
11375,9640,2019-04-29,209.59
11376,3073,2019-04-24,77.68
11377,3827,2019-04-29,73.6
11378,2398,2019-04-29,376.76
11379,3522,2019-04-29,19.55
11380,9677,2019-04-24,72.74
11381,9677,2019-04-24,19.26
11382,9677,2019-04-29,72.74
11383,638,2019-04-29,89.84
11384,6430,2019-04-28,83.65
11385,8005,2019-03-29,259.61
11386,8005,2019-04-02,39.73
11387,3171,2019-04-29,185.84
11388,2609,2019-04-25,138.53
11389,8191,2019-03-08,31.49
11390,8191,2019-03-05,28.17
11391,8191,2019-03-11,26.56
11392,607,2019-04-23,125.92
11393,6620,2019-04-27,8.18
11394,146,2019-04-22,17.02
11395,5706,2019-04-21,515.36
11396,8930,2019-04-29,224.23
11397,4947,2019-04-27,136.85
11398,4947,2019-04-23,92.57
11399,3942,2018-09-22,1707.55
11400,7615,2019-04-29,43.7
11401,3620,2019-04-30,67.5
11402,9775,2019-04-06,74.75
11403,9775,2018-11-28,488.17
11404,9775,2018-11-29,13.27
11405,9775,2018-12-11,52.11
11406,9775,2019-01-11,38.84
11407,9775,2019-02-07,24.21
11408,3171,2019-04-30,1462.04
11409,9775,2019-03-13,24.21
11410,9775,2019-04-11,24.21
11411,5083,2019-04-30,389.45
11412,9639,2019-04-22,205.56
11413,3620,2019-04-30,466.51
11414,3209,2019-04-30,294.96
11415,1477,2017-12-06,127.97
11416,1477,2017-07-15,55.98
11417,1477,2017-07-20,55.98
11418,1010,2019-04-30,34.68
11419,531,2019-04-12,62.1
11420,3445,2019-04-02,57.52
11421,3445,2019-04-23,77.62
11422,3445,2019-01-22,128.31
11423,7485,2019-04-29,116.45
11424,1084,2019-04-30,356.37
11425,6815,2019-04-27,227.22
11426,5114,2019-04-30,1498.45
11427,4712,2019-04-06,35.6
11428,4712,2019-04-30,666.2
11429,6692,2019-04-25,150.54
11430,1470,2019-04-30,95.24
11431,3178,2019-05-13,1080.94
11432,3178,2019-05-01,177.42
11433,9865,2019-04-30,49.85
11434,6580,2019-05-01,72.74
11435,4947,2019-04-13,1213.32
11436,9633,2019-05-01,404.8
11437,8303,2019-05-01,96.09
11438,1264,2019-04-30,681.04
11439,6478,2019-04-29,110.49
11440,6478,2019-04-16,236.78
11441,6478,2019-04-18,119.4
11442,6478,2019-04-20,94.02
11443,568,2019-04-30,272.79
11444,2313,2019-04-25,154.21
11445,9076,2019-05-01,438.97
11446,668,2019-04-30,102.56
11447,9589,2019-04-29,34.35
11448,1401,2019-04-25,383.43
11449,1401,2019-05-01,118.08
11450,1401,2019-04-26,68.82
11451,5745,2019-04-26,66.23
11452,1307,2019-04-29,197.82
11453,3771,2019-05-02,25.78
11454,6305,2019-05-02,366.72
11455,2840,2019-03-31,42.37
11456,2840,2019-04-04,22.94
11457,19,2019-04-28,96.48
11458,3009,2019-06-11,1722.63
11459,4991,2019-04-30,105.22
11460,5786,2019-05-02,166.75
11461,3209,2019-05-02,939.15
11462,3522,2019-05-02,58.88
11463,2072,2019-05-02,297.33
11464,2388,2019-02-11,257.82
11465,2388,2019-04-22,110.49
11466,2388,2019-04-10,76.57
11467,2388,2019-04-03,52.67
11468,2388,2019-03-25,126.1
11469,2388,2019-02-25,123.1
11470,4092,2019-04-29,209.99
11471,3717,2019-04-30,65.5
11472,3801,2019-05-02,73.05
11473,1077,2019-04-29,3783.06
11474,1077,2019-04-24,58.65
11475,4713,2019-04-01,18.49
11476,9342,2019-04-26,135.76
11477,9342,2019-05-01,144.64
11478,6560,2019-05-01,63.08
11479,1275,2019-04-24,117.17
11480,3746,2019-04-19,144.36
11481,3746,2019-04-10,14.14
11482,5466,2019-05-02,141.35
11483,6788,2019-05-02,53.02
11484,1732,2019-05-02,653.1
11485,6620,2019-05-02,287.5
11486,8644,2019-05-02,124.78
11487,923,2019-04-30,441.02
11488,7021,2019-04-29,112.15
11489,6260,2019-04-30,167.62
11490,7501,2019-05-02,136.34
11491,8607,2019-04-23,218.9
11492,270,2019-05-03,787.75
11493,852,2019-05-03,173.97
11494,6501,2019-05-03,541.07
11495,6501,2019-05-03,537.36
11496,5628,2019-05-03,1741.93
11497,9096,2019-05-03,610.25
11498,7050,2019-04-10,81.3
11499,7050,2019-04-20,239.49
11500,7050,2019-03-25,146.34
11501,9096,2019-05-03,497.78
11502,9096,2019-05-03,3889.93
11503,1729,2019-05-03,265.65
11504,4947,2019-05-03,221.95
11505,9096,2019-05-03,1287.76
11506,1457,2019-04-29,235.49
11507,7268,2019-05-03,500.85
11508,2636,2018-03-14,307.38
11509,2636,2018-03-15,57.07
11510,2636,2018-03-17,25.81
11511,2636,2018-04-13,499.86
11512,2636,2018-11-10,257.89
11513,2636,2019-03-01,253.44
11514,2636,2019-04-02,648.19
11515,7268,2019-05-03,268.97
11516,9589,2019-04-17,510.6
11517,9589,2019-04-18,18.4
11518,6620,2019-05-03,5.45
11519,9033,2019-05-02,182.39
11520,757,2019-05-04,228.62
11521,5242,2019-04-29,188.6
11522,4757,2019-05-02,576.93
11523,7472,2019-05-04,287.5
11524,7615,2019-05-02,174.8
11525,8299,2019-05-04,110.63
11526,8800,2019-05-02,611.22
11527,8800,2019-05-04,36.8
11528,9364,2019-04-20,62.65
11529,8927,2019-04-10,132.35
11530,8927,2019-04-19,255.87
11531,8927,2019-04-11,90.42
11532,1501,2019-05-05,6775.58
11533,6567,2019-05-05,1119.47
11534,6442,2019-05-04,533.31
11535,7585,2019-04-08,193.77
11536,6567,2019-05-05,2084.47
11537,9096,2019-05-03,4436.52
11538,5792,2019-05-01,113.53
11539,8664,2019-05-03,215.73
11540,9114,2019-05-03,478.65
11541,9738,2019-05-05,1419.74
11542,1059,2019-05-02,55.14
11543,9738,2019-05-05,1419.74
11544,1999,2019-04-30,576.84
11545,558,2019-05-06,174.25
11546,7845,2019-05-06,103.33
11547,1960,2019-05-06,91.72
11548,5084,2019-05-06,334.58
11549,3830,2019-05-06,1050.52
11550,8383,2019-05-06,3613.4
11551,6567,2019-05-05,1119.47
11552,6567,2019-05-05,2792.35
11553,7915,2019-04-08,74.74
11554,2490,2019-04-15,880.31
11555,4185,2019-04-30,1824.67
11556,3087,2019-05-01,2899.95
11557,6755,2019-05-06,169.05
11558,8595,2019-05-04,323.72
11559,5400,2019-04-21,96.23
11560,5400,2019-04-29,67.3
11561,2609,2019-05-02,333.51
11562,6620,2019-05-06,182.22
11563,3339,2019-04-29,313.03
11564,4071,2019-04-29,212.75
11565,4071,2019-04-27,62.1
11566,8644,2019-05-06,14.47
11567,1307,2019-04-29,197.82
11568,3445,2019-02-08,46.02
11569,1501,2019-05-05,5821.43
11570,2946,2019-05-07,361.25
11571,4803,2019-05-07,364.55
11572,1483,2019-04-13,454.36
11573,1483,2019-04-22,188.86
11574,4975,2019-04-09,1964.61
11575,335,2019-05-06,43.82
11576,335,2019-03-05,43.82
11577,3166,2019-05-07,564.83
11578,6785,2019-05-03,267.31
11579,6025,2019-05-07,99.94
11580,1927,2019-05-06,98.09
11583,2809,2012-03-06,760.7
11584,1853,2012-02-16,69.57
11592,7252,2019-06-28,365.08
11621,1851,2018-11-09,40.25
11622,1851,2019-06-10,40.25
11623,1851,2019-04-08,40.25
11624,1851,2019-02-04,40.25
11625,1851,2019-04-29,40.25
11626,1851,2019-01-01,40.25
11627,1851,2019-03-08,40.25
11628,1851,2018-10-12,157.55
11629,1851,2018-12-13,40.25
11632,5176,2019-05-08,223.31
11636,5176,2019-06-03,57.91
11637,5176,2019-05-20,62.47
11638,5176,2019-06-17,35.14
11639,5176,2019-06-28,38.48
11652,6648,2019-02-07,279.02
11665,219,2017-10-24,66.37
11666,219,2018-09-07,32.49
11667,219,2019-02-11,85.61
11668,219,2019-03-14,33.82
11669,219,2019-05-28,43.26
11671,219,2019-06-14,199.57
11672,219,2019-06-29,8.41
11677,6942,2016-12-06,46.86
11678,6942,2016-12-13,46.86
11679,652,2016-12-12,63.82
11680,1812,2016-12-14,82.8
11681,9193,2016-12-14,56.98
11682,9193,2016-12-14,146.97
11683,351,2016-12-13,107.18
11684,5916,2016-12-14,215.44
11685,5015,2016-12-14,147.87
11686,3522,2016-12-14,46.0
11687,7872,2016-12-10,148.35
11689,4346,2016-12-05,198.09
11690,8585,2016-12-08,259.9
11691,7243,2016-12-12,256.16
11692,1192,2016-12-13,50.09
11693,2301,2016-12-15,98.67
11694,6950,2016-12-15,93.37
11695,6560,2016-12-10,123.85
11696,5447,2016-12-14,88.03
11697,8585,2016-12-14,589.14
11698,4882,2016-12-09,50.24
11699,8681,2016-12-14,82.8
11700,9469,2016-11-23,173.33
11701,6351,2016-10-31,234.92
11702,6351,2016-11-08,1340.3
11703,7962,2016-12-16,59.86
11704,4234,2016-12-15,80.04
11705,9116,2016-11-20,141.02
11706,2301,2016-12-16,27.61
11707,9014,2016-11-08,433.5
11708,8499,2016-12-16,22.56
11709,2583,2016-12-14,118.7
11710,9968,2016-11-29,23.17
11711,707,2016-12-16,69.97
11712,6499,2016-05-12,1453.31
11713,1727,2016-12-16,80.48
11714,2696,2016-12-16,443.0
11715,8074,2016-12-16,32.43
11716,3205,2016-12-14,23.0
11717,8650,2016-12-08,300.93
11718,4104,2016-12-17,243.48
11719,5773,2016-12-16,255.69
11720,3957,2016-11-25,174.22
11721,3957,2016-11-09,64.4
11722,8287,2016-12-15,233.89
11723,374,2016-12-18,48.87
11724,5922,2016-12-05,608.05
11725,3087,2016-12-17,253.0
11726,3973,2016-12-05,105.55
11727,3973,2016-11-06,103.14
11728,4947,2016-12-04,251.02
11729,5056,2016-12-17,129.38
11730,6231,2016-12-19,68.19
11731,9966,2016-12-19,58.71
